Destination,District,Timespan,Review
"Pitawala pathana , riverston",Matale,6 years ago,nice looking end
"Pitawala pathana , riverston",Matale,a year ago,nice beautiful place
"Pitawala pathana , riverston",Matale,4 years ago,best place visit
"Pitawala pathana , riverston",Matale,5 months ago,nice place
"Pitawala pathana , riverston",Matale,4 years ago,awesome place visit
"Pitawala pathana , riverston",Matale,a year ago,endemic
"Pitawala pathana , riverston",Matale,6 years ago,mini worlds end
"Pitawala pathana , riverston",Matale,5 years ago,scenic beautiful
"Pitawala pathana , riverston",Matale,3 years ago,nice place relaxing
"Pitawala pathana , riverston",Matale,3 years ago,best ecological farm
"Pitawala pathana , riverston",Matale,6 months ago,beautiful
"Pitawala pathana , riverston",Matale,a year ago,beautiful peaceful
"Pitawala pathana , riverston",Matale,8 months ago,nice
"Pitawala pathana , riverston",Matale,5 years ago,cool place visit
"Pitawala pathana , riverston",Matale,6 years ago,superb place love
"Pitawala pathana , riverston",Matale,4 years ago,green heals everything
"Pitawala pathana , riverston",Matale,5 years ago,incredible view
"Pitawala pathana , riverston",Matale,4 years ago,miracle nature
"Pitawala pathana , riverston",Matale,5 years ago,calm place
"Pitawala pathana , riverston",Matale,5 years ago,good area explore
"Pitawala pathana , riverston",Matale,4 years ago,place loved
"Pitawala pathana , riverston",Matale,5 years ago,attractive place
"Pitawala pathana , riverston",Matale,4 years ago,wow beautiful place
"Pitawala pathana , riverston",Matale,a year ago,love
"Pitawala pathana , riverston",Matale,a year ago,nice climate
"Pitawala pathana , riverston",Matale,5 years ago,grass land knuckles
"Pitawala pathana , riverston",Matale,5 years ago,really nice place
"Pitawala pathana , riverston",Matale,3 years ago,nice place visit
"Pitawala pathana , riverston",Matale,3 years ago,awesome view
"Pitawala pathana , riverston",Matale,a year ago,lovely place
"Pitawala pathana , riverston",Matale,3 years ago,lots elephants birds
"Pitawala pathana , riverston",Matale,4 years ago,extremely place
"Pitawala pathana , riverston",Matale,2 years ago,beautiful shot
"Pitawala pathana , riverston",Matale,4 years ago,great scenes
"Pitawala pathana , riverston",Matale,4 years ago,lovely nature
"Pitawala pathana , riverston",Matale,2 years ago,nice place
"Pitawala pathana , riverston",Matale,7 years ago,mini worlds end
"Pitawala pathana , riverston",Matale,5 years ago,nice super place
"Pitawala pathana , riverston",Matale,5 years ago,love place wow
"Pitawala pathana , riverston",Matale,10 months ago,beautiful place
"Pitawala pathana , riverston",Matale,6 months ago,place
"Pitawala pathana , riverston",Matale,4 years ago,beautiful places
"Pitawala pathana , riverston",Matale,4 years ago,feeling
"Pitawala pathana , riverston",Matale,5 years ago,sri lanka special
"Pitawala pathana , riverston",Matale,a year ago,best place visit
"Pitawala pathana , riverston",Matale,3 years ago,lovely nature
"Pitawala pathana , riverston",Matale,4 years ago,enchanting view
"Pitawala pathana , riverston",Matale,4 years ago,great nature
"Pitawala pathana , riverston",Matale,a year ago,freedom love
"Pitawala pathana , riverston",Matale,3 years ago,awesome view
"Pitawala pathana , riverston",Matale,7 years ago,way mini worlds end
"Pitawala pathana , riverston",Matale,9 years ago,mini worlds end
"Pitawala pathana , riverston",Matale,4 years ago,good
"Pitawala pathana , riverston",Matale,4 years ago,wherever see nature
"Pitawala pathana , riverston",Matale,4 years ago,words describe place
"Pitawala pathana , riverston",Matale,4 years ago,beautiful
"Pitawala pathana , riverston",Matale,2 years ago,nice
"Pitawala pathana , riverston",Matale,4 years ago,superb
"Pitawala pathana , riverston",Matale,a year ago,far place
"Pitawala pathana , riverston",Matale,3 years ago,like
"Pitawala pathana , riverston",Matale,2 years ago,heaven
"Pitawala pathana , riverston",Matale,4 years ago,adventure
"Pitawala pathana , riverston",Matale,3 years ago,really nice
"Pitawala pathana , riverston",Matale,5 years ago,beautiful scenery
"Pitawala pathana , riverston",Matale,2 years ago,good
"Pitawala pathana , riverston",Matale,4 years ago,situated diversion
"Pitawala pathana , riverston",Matale,4 years ago,different
"Pitawala pathana , riverston",Matale,5 years ago,little horn plains
"Pitawala pathana , riverston",Matale,3 years ago,beauty nature
"Pitawala pathana , riverston",Matale,a year ago,beautiful place
"Pitawala pathana , riverston",Matale,4 years ago,nature
"Pitawala pathana , riverston",Matale,6 years ago,nice landscape
"Pitawala pathana , riverston",Matale,3 years ago,place
"Pitawala pathana , riverston",Matale,3 years ago,lovely place
"Pitawala pathana , riverston",Matale,3 years ago,awesome
"Pitawala pathana , riverston",Matale,5 years ago,good
"Pitawala pathana , riverston",Matale,5 years ago,beautiful
"Pitawala pathana , riverston",Matale,5 years ago,go see
"Pitawala pathana , riverston",Matale,a year ago,great place
"Pitawala pathana , riverston",Matale,2 years ago,extreme weather
"Pitawala pathana , riverston",Matale,4 years ago,trip
"Pitawala pathana , riverston",Matale,3 years ago,location
"Pitawala pathana , riverston",Matale,a year ago,environment
"Pitawala pathana , riverston",Matale,5 years ago,nice
"Pitawala pathana , riverston",Matale,5 years ago,breeze freezing
"Pitawala pathana , riverston",Matale,4 years ago,good places
"Pitawala pathana , riverston",Matale,2 years ago,little world end
"Pitawala pathana , riverston",Matale,4 years ago,lovely awesome
"Pitawala pathana , riverston",Matale,8 months ago,wrong direction
"Pitawala pathana , riverston",Matale,5 years ago,super
"Pitawala pathana , riverston",Matale,2 years ago,good place
"Pitawala pathana , riverston",Matale,3 years ago,super view
"Pitawala pathana , riverston",Matale,7 years ago,beautiful place
"Pitawala pathana , riverston",Matale,8 months ago,beautiful place
"Pitawala pathana , riverston",Matale,4 years ago,best place
"Pitawala pathana , riverston",Matale,5 years ago,beauty place
"Pitawala pathana , riverston",Matale,3 years ago,great place
"Pitawala pathana , riverston",Matale,4 years ago,pristine nature
"Pitawala pathana , riverston",Matale,5 years ago,cool place
"Pitawala pathana , riverston",Matale,5 years ago,view
"Pitawala pathana , riverston",Matale,4 years ago,clam
"Pitawala pathana , riverston",Matale,5 years ago,place
"Pitawala pathana , riverston",Matale,5 years ago,nice place
"Pitawala pathana , riverston",Matale,3 years ago,great place
"Pitawala pathana , riverston",Matale,5 years ago,super place
"Pitawala pathana , riverston",Matale,5 years ago,wood place
"Pitawala pathana , riverston",Matale,a year ago,place
"Pitawala pathana , riverston",Matale,5 years ago,relax mind
"Pitawala pathana , riverston",Matale,16 hours ago,great place perfect
"Pitawala pathana , riverston",Matale,3 months ago,best place visit relax lets save future
"Pitawala pathana , riverston",Matale,2 years ago,battle city traveling reach transmission tower passing
"Pitawala pathana , riverston",Matale,3 years ago,patina type patina grassland found knuckles conservation sri lanka area great ecological value grass cover vital area covered
"Pitawala pathana , riverston",Matale,3 years ago,beautiful place traveling battle important thing existence type plant patina plant known
"Pitawala pathana , riverston",Matale,4 years ago,called area located knuckles one main reasons every climate weather feature sri lanka experienced area break without dirtying value last forever
"Pitawala pathana , riverston",Matale,9 months ago,another year
"Pitawala pathana , riverston",Matale,5 years ago,rains becomes magical atmosphere sunny mysterious sight extremely dirty hope improve
"Pitawala pathana , riverston",Matale,3 years ago,punch small world end
"Pitawala pathana , riverston",Matale,4 years ago,super
"Pitawala pathana , riverston",Matale,3 years ago,enthroned patina  today story related king
"Pitawala pathana , riverston",Matale,2 years ago,mustee place many local tourists visiting pitfall patina little world area belonging knuckles mountain range one beautiful areas sri lanka area sensitive ecosystem
"Pitawala pathana , riverston",Matale,5 years ago,path one beautiful path sri lanka windbreak one point towered area beginning windy went august go lower part
"Pitawala pathana , riverston",Matale,7 months ago,nice
"Pitawala pathana , riverston",Matale,3 years ago,dead place walk like cow even signs saying people walk couple presented without responsibility
"Pitawala pathana , riverston",Matale,3 years ago,beautiful free place
Puwakpitiya Oya,Matale,2 years ago,absolutely place safe bath closer shore pretty much deep middle river tried touching bed doesn't work small weir built water level
Puwakpitiya Oya,Matale,2 years ago,went around awesome water levels good safe deep area locals showed area us advice us area sudden increase water levels may occur rainy
Puwakpitiya Oya,Matale,2 years ago,nice location traveling visit sera pass flows rural safe bath available space preparing food also sure bring back carrying
Puwakpitiya Oya,Matale,2 years ago,beautiful places deep like hell doesn't try bath swim
Puwakpitiya Oya,Matale,2 years ago,able catch way sera bridge without protective fences beautiful without
Puwakpitiya Oya,Matale,4 years ago,really  beautiful place way ell nice bath
Puwakpitiya Oya,Matale,4 years ago,nature water sounds give relax mood
Puwakpitiya Oya,Matale,2 years ago,nice place natural spring water bath fish therapy
Puwakpitiya Oya,Matale,3 years ago,nice place bath
Puwakpitiya Oya,Matale,4 years ago,supper
Puwakpitiya Oya,Matale,4 years ago,nice place bath
Puwakpitiya Oya,Matale,4 years ago,nice place traveling
Puwakpitiya Oya,Matale,4 years ago,lovely place
Puwakpitiya Oya,Matale,2 years ago,beautiful location
Puwakpitiya Oya,Matale,4 years ago,nice place
Puwakpitiya Oya,Matale,8 months ago,coming
Puwakpitiya Oya,Matale,4 years ago,thank super
Rahas ella waterfalls,Matale,4 months ago,mighty good place stop rest along route rocks slippery narrow cross reach
Rahas ella waterfalls,Matale,3 months ago,really nice place deep anyone come two rocks go beyond point deep name ragas little bit crowded
Rahas ella waterfalls,Matale,5 months ago,overall good doesn't get bathe since rainy day current strong nice time family
Rahas ella waterfalls,Matale,2 years ago,tall ragas made two sections formed brook flows upper ya river begins mountain range base
Rahas ella waterfalls,Matale,a year ago,situated near town besides road small beautiful rainy season deep cleft recommend bathing
Rahas ella waterfalls,Matale,2 years ago,small water near road real ragas falls
Rahas ella waterfalls,Matale,a year ago,beautiful near road easy visit
Rahas ella waterfalls,Matale,11 months ago,beautiful little bath raining season raining season water level dangerously increase within second live tell tale near hotel ragas bar rooms give
Rahas ella waterfalls,Matale,5 years ago,good beautiful place garbage everywhere
Rahas ella waterfalls,Matale,a year ago,famous water one major water mountains one half town manila road historically well known water
Rahas ella waterfalls,Matale,3 years ago,beautiful water well place go beyond protective guard rainy season become large water near water hotel get accommodation meals bathing recommend water flow
Rahas ella waterfalls,Matale,5 years ago,nice place 
Rahas ella waterfalls,Matale,4 years ago,nature less maintained
Rahas ella waterfalls,Matale,3 years ago,beautiful located near access ability see even vehicle bath swimming diving risky many people od specially children
Rahas ella waterfalls,Matale,3 years ago,parts deep
Rahas ella waterfalls,Matale,4 months ago,beautiful view
Rahas ella waterfalls,Matale,2 years ago,small beautiful
Rahas ella waterfalls,Matale,4 years ago,place really nice walking narrow path suitable bath deep water
Rahas ella waterfalls,Matale,6 years ago,nice place visit look standing road see small nice water climb see real beauty
Rahas ella waterfalls,Matale,a year ago,great place clear water really easy get right road
Rahas ella waterfalls,Matale,4 years ago,beautiful place area suit bathing deep water mind relaxing place visited yet
Rahas ella waterfalls,Matale,6 years ago,small place must safe cold water bath must safe
Rahas ella waterfalls,Matale,2 years ago,beautiful water fallacy peoples came bath restaurant
Rahas ella waterfalls,Matale,3 years ago,nice place
Rahas ella waterfalls,Matale,5 years ago,nature quite somewhat beautiful cool place
Rahas ella waterfalls,Matale,4 years ago,best sri lanka
Rahas ella waterfalls,Matale,4 years ago,beautiful place less maintain
Rahas ella waterfalls,Matale,6 years ago,place stay
Rahas ella waterfalls,Matale,4 years ago,nice place
Rahas ella waterfalls,Matale,11 months ago,wow nice palace
Rahas ella waterfalls,Matale,3 years ago,dangerous place give many lives
Rahas ella waterfalls,Matale,4 years ago,go see beauty
Rahas ella waterfalls,Matale,6 years ago,safe bathing
Rahas ella waterfalls,Matale,4 years ago,visible road
Rahas ella waterfalls,Matale,a year ago,beautiful
Rahas ella waterfalls,Matale,4 years ago,beautiful place visit
Rahas ella waterfalls,Matale,4 years ago,really nice
Rahas ella waterfalls,Matale,5 years ago,well
Rahas ella waterfalls,Matale,a year ago,experience beauty
Rahas ella waterfalls,Matale,9 months ago,budget hotel
Rahas ella waterfalls,Matale,5 years ago,cool
Rahas ella waterfalls,Matale,5 years ago,nice small place
Rahas ella waterfalls,Matale,2 years ago,nice place
Rahas ella waterfalls,Matale,4 years ago,place
Rahas ella waterfalls,Matale,4 years ago,nice
Rahas ella waterfalls,Matale,5 years ago,view
Rahas ella waterfalls,Matale,2 years ago,cool
Rahas ella waterfalls,Matale,2 years ago,good
Rahas ella waterfalls,Matale,2 years ago,nature
Rahas ella waterfalls,Matale,5 years ago,beautiful
Rahas ella waterfalls,Matale,2 years ago,lovely place
Rahas ella waterfalls,Matale,a year ago,nature place
Rahas ella waterfalls,Matale,5 years ago,good place
Rahas ella waterfalls,Matale,5 years ago,beautiful place
Rahas ella waterfalls,Matale,4 years ago,superb place
Rahas ella waterfalls,Matale,2 years ago,superb place
Rahas ella waterfalls,Matale,a year ago,beautiful looking hike like hiking doesn't go side road beautiful come candy take bus like manila get near
Rahas ella waterfalls,Matale,2 years ago,ragas nearest candy town knowledge easily accessible roadside de phone picture received ask views indication popularity place
Rangala natural pool,Matale,4 weeks ago,went place pool beautiful photos greenish yellow seems like natural painting depth high around feet one doesn't know swimming  shop near pool
Rangala natural pool,Matale,4 months ago,bit overrated famous pictures pool water color recommended swim bath pool deep
Rangala natural pool,Matale,a month ago,calm beautiful place people doesn't know exact location peaceful beautiful time mind steps
Rangala natural pool,Matale,2 months ago,lovely place nice cool swim many locations even go group
Rangala natural pool,Matale,2 months ago,good location take natural bath place several locations bathe low high deeps please taking bath swimming pool deep end depth feet also deep end
Rangala natural pool,Matale,3 months ago,gorgeous pool doesn't allow swim beautiful scenery around area
Rangala natural pool,Matale,7 months ago,distance candy hour
Rangala natural pool,Matale,a year ago,place well known natural pool  feel place overrated bridge u find much deeper u swim distance got drive far nearest city
Rangala natural pool,Matale,9 months ago,beautiful natural pool clean water deep place swimming
Rangala natural pool,Matale,6 months ago,calm place kind peoples around area doesn't go deep side u safe side
Rangala natural pool,Matale,2 years ago,beautiful pond situated reaching place easy kind vehicle bike car van even bus pinned location correct
Rangala natural pool,Matale,2 years ago,pretty beautiful place easily accessible via main road safe bath one side  left deep says many people drowned another safe place top main pool
Rangala natural pool,Matale,5 years ago,beautiful place pool deep left please listen doesn't swim green color water area water cold could get cramp
Rangala natural pool,Matale,2 years ago,natural beauty best quite large deep pool created creek starting knuckles
Rangala natural pool,Matale,2 months ago,calm place bath good swimming deep end cant deep area easily
Rangala natural pool,Matale,a month ago,nice place stay away pool bridge deep side except deep pool
Rangala natural pool,Matale,10 months ago,distance candy hour natural pool beautiful natural situated central
Rangala natural pool,Matale,2 years ago,although attractive beautiful place near surrounded knuckles mountain range ride town pinned location correct easily reach place pool
Rangala natural pool,Matale,8 months ago,beautiful pool located middle full beautiful tea plantations diving swimming location risky caution important
Rangala natural pool,Matale,a year ago,beautiful make sure climb upstream tea estates find safer bathing spots
Rangala natural pool,Matale,9 months ago,beautiful touched nature pool visited issue way nice place deep bath natural water deep water
Rangala natural pool,Matale,5 years ago,natural pool small lovely scenery hut made locals near river perfect place close proximity candy great place friends family
Rangala natural pool,Matale,4 years ago,really impressed view nature wins mans creation witness place seems calm threat due feet depth bathing
Rangala natural pool,Matale,a year ago,place breath taking getting bath safe bath upper pool lower pool areas
Rangala natural pool,Matale,a year ago,beautiful easy access surrounding great walk tea estates please make sure safety precautions water
Rangala natural pool,Matale,9 months ago,beautiful place visit hour drive recommended swim pro
Rangala natural pool,Matale,a month ago,place cool beautiful place doesn't know go dislocation peaceful beautiful time mind steps
Rangala natural pool,Matale,4 years ago,calm quite medium size stream natural cold water feels great starting knuckles better bath main pool may find safe places upper lower stream also please
Rangala natural pool,Matale,2 years ago,location natural pool marked small bridge originating knuckles mountain range pool bridge place time
Rangala natural pool,Matale,2 months ago,nice place recommended bathing many people hiding
Rangala natural pool,Matale,4 years ago,natural pool popular topic social media one time dazzling photos pool distributed social media platforms made instant hit every traveler wanted visit little know
Rangala natural pool,Matale,2 years ago,picturesque location became popular social media onwards water body crystal clear great place take colorful photographs lot local travelers attract location
Rangala natural pool,Matale,a year ago,one beautiful places visit bath main pool doesn't even try many places bath nearby try places
Rangala natural pool,Matale,a year ago,natural pool bath place way lodging camping
Rangala natural pool,Matale,3 months ago,best place bath natural pool need advice someone bath also need cautious place right opposite place safe bath
Rangala natural pool,Matale,4 years ago,reached using route heading turning compare road coming via safe place bathing side bridge must cautious bathing pool
Rangala natural pool,Matale,4 years ago,natural pool beautiful place location knuckles many natural pools cold water bath one time pool definitely come swim natural spa great
Rangala natural pool,Matale,5 years ago,wow super place u upside bridge downside okay cool pure water even drink please doesn't swim upside
Rangala natural pool,Matale,2 years ago,beautiful place go relaxing water flows fast bit deep get water
Rangala natural pool,Matale,5 years ago,another beautiful place water cold ice swim one man last month
Rangala natural pool,Matale,8 months ago,one places sri lanka
Rangala natural pool,Matale,2 years ago,beautiful natural pool located place swim carefully lots people deep
Rangala natural pool,Matale,5 years ago,calm great place need aware depth poolside places serious death
Rangala natural pool,Matale,a year ago,place located away candy main road  location team plantations thick road gets covered fog time  pool risky bathing swimming nice places path pool
Rangala natural pool,Matale,2 years ago,beautiful place many places safe bath around
Rangala natural pool,Matale,6 months ago,nice place due getting depth short distance advice bath drowned
Rangala natural pool,Matale,2 years ago,cool water nice place go swim  deep
Rangala natural pool,Matale,5 years ago,superb lots places like swimming pool
Rangala natural pool,Matale,3 months ago,nice place worth visit road
Rangala natural pool,Matale,8 months ago,beautiful place visit bath u ask nearby people show path another hidden beauty situated little behind pool u bath
Rangala natural pool,Matale,5 years ago,beautiful place bathwater clean clear best place bath
Rangala natural pool,Matale,7 months ago,place natural pool beautiful natural situated central province sri lanka
Rangala natural pool,Matale,5 years ago,place cool water safety first
Rangala natural pool,Matale,5 years ago,beautiful place family day outing never cross beyond bridge upstream dangerous whirlpool operates deep side
Rangala natural pool,Matale,4 years ago,nice natural pool clear water place crowded polluted busy main road close
Rangala natural pool,Matale,9 months ago,nature  pool deep
Rangala natural pool,Matale,2 years ago,lovely place choose time doesn't feel much cold water side deep better place side safe
Rangala natural pool,Matale,3 years ago,really beautiful place bath several people really deep go pass along road uphill safer place bath top place much safer
Rangala natural pool,Matale,3 years ago,beautiful place road bit narrow last one n pool one side pool deep going end recommended water level becomes much rainy season one even cant get
Rangala natural pool,Matale,3 years ago,calm quite place attractive photographers bath really warm cup tea small coffee shop beside
Rangala natural pool,Matale,4 years ago,natural pool visit dip water crystal clear super chilling coming knuckles mountain range dip place easy access since closer road better gets crowded doesn't keep place nice
Rangala natural pool,Matale,a year ago,natural pond situated along  road bridge became popular carpeting roads side estate away
Rangala natural pool,Matale,2 years ago,nice place bath  natural pool safe use near downstream river clean water please ensure preserve nature keeping places clean time use
Rangala natural pool,Matale,a year ago,beautiful place free time
Rangala natural pool,Matale,2 years ago,calm place deep pool increases feet  big issue trained swimmers divers even tho others also go extent
Rangala natural pool,Matale,4 years ago,beautiful drink swim natural pool small crystal clear water one friend went place share ideas next trip location place go
Rangala natural pool,Matale,5 years ago,place beautiful fresh water cautious bathing
Rangala natural pool,Matale,8 months ago,natural real pool sri lanka deep around
Rangala natural pool,Matale,6 months ago,place photography bath
Rangala natural pool,Matale,a year ago,beautiful place quite bit pollution building especially masks two information boards side  cant agree basics like depth pool
Rangala natural pool,Matale,4 years ago,beautiful deadly depth around feet near many lives swim bath better use pool downside bridge
Rangala natural pool,Matale,3 years ago,place views good place picnic time dip natural pool swim people drowned
Rangala natural pool,Matale,3 years ago,place central province place visit u cant swim properly please doesn't visit person left side pool feels deep water increased quickly place please beware
Rangala natural pool,Matale,3 years ago,beautiful place actually place called popular bow little far place  good natural pool chi kept
Rangala natural pool,Matale,3 years ago,nice significant place many places like around easy beautiful scenes best area u going water
Rangala natural pool,Matale,3 years ago,drive candy city turn left travel around road decent low ground clearance car travel place go
Rangala natural pool,Matale,4 years ago,mind blowing place worthy visit please doesn't pollute location people already take leave natural pool visit dip water crystal clear
Rangala natural pool,Matale,3 years ago,beautiful place natural pool bath swimming pool deep end visit rainy periods otherwise swimming carefully
Rangala natural pool,Matale,3 years ago,beautiful place water pool actually like nature water pool path place starting candy 
Rangala natural pool,Matale,3 years ago,natural pool beautiful natural situated central province sri lanka situated approximately although natural pool looks inviting crystal clear
Rangala natural pool,Matale,5 years ago,beautiful natural water pool located areas deep around feet swimming areas please read notice boards swim bath safety places swim use water level increases unexpectedly watch six getting fun
Rangala natural pool,Matale,5 years ago,one beautiful places ever pool smallest cold water lots joy part pool u swim need worry
Rangala natural pool,Matale,a year ago,nice little pool water really clean cool next road people looking us whole time really relaxing
Rangala natural pool,Matale,3 years ago,superb place nice view comfortable road access swimming safe places upper sides small hotel near place offer nice wade tea
Rangala natural pool,Matale,4 years ago,one best natural pool knuckles area candy first go turn left go road good vesical go
Rangala natural pool,Matale,4 years ago,best place bath people bath feet deep water people including old boy
Rangala natural pool,Matale,5 years ago,natural pool place find around candy roads quite good get take road get place recommendation use road get back use
Rangala natural pool,Matale,2 years ago,place spend time friends bath really deep several people place keep clean
Rangala natural pool,Matale,2 years ago,beautiful pools beautiful view
Rangala natural pool,Matale,2 years ago,beautiful place
Rangala natural pool,Matale,5 years ago,beautiful palace nature pool swimming pool deep around feet side bridge suitable take bath
Rangala natural pool,Matale,7 months ago,thanks sharing beauty natural pool helpful
Rangala natural pool,Matale,a year ago,beautiful swim water bit crowded safety place found bridge
Rangala natural pool,Matale,a year ago,located bit far main first place bridge suitable pass another bridge
Rangala natural pool,Matale,a month ago,beautiful cool place
Rangala natural pool,Matale,2 years ago,beautiful place large number lives lost responsibility protect beautiful ecosystem
Rangala natural pool,Matale,3 years ago,able see crystal clear deep water resource give location places said two people place cant guess deep
Rangala natural pool,Matale,5 years ago,two sides bathe separated bridge deep side claimed lives water cold freshwater crab water nice sight clean water
Rangala natural pool,Matale,3 years ago,good place natural clean fresh bath go deep doesn't know swim
Rangala natural pool,Matale,2 years ago,best natural pool sri lanka blend beautiful views surroundings gives peace
Rangala natural pool,Matale,5 years ago,crystal clear water unpolluted best thing beautiful place big crowd arrives specially holidays wish keep clean take everything bring
Rangala natural pool,Matale,a year ago,safe
Rangala natural pool,Matale,4 years ago,many people doesn't know place know always listen locals
Rangala natural pool,Matale,4 years ago,quite surrounding
Rangala natural pool,Matale,5 years ago,nice unspoiled place natural bath located along road bathing one area deep
Rangala natural pool,Matale,5 years ago,great place good time water place located road also take great photos
Rangala natural pool,Matale,5 years ago,experienced beautiful view nature country side sri lanka bathing depth pool
Rangala natural pool,Matale,4 years ago,mind blowing place worthy visit please doesn't pollute location people already take leave anything
Rangala natural pool,Matale,3 years ago,location aware bath opposite side bridge instructed warning sign boards
Rangala natural pool,Matale,4 years ago,love place watch beautiful scenarios spot earlier time calm less people saturated
Rangala natural pool,Matale,5 years ago,nice place bath noon time cold water recommend old people
Rangala natural pool,Matale,4 years ago,best nature location love place
Rangala natural pool,Matale,4 years ago,place visit go along better place take bath
Rangala natural pool,Matale,4 years ago,lovely natural place sad see idiots spoiled throwing polythene bags waste material please keep place clean preserve
Rangala natural pool,Matale,5 years ago,extrema clear natural pool cold water good ceiling risk swim deep side
Rangala natural pool,Matale,7 months ago,nice bathing
Rangala natural pool,Matale,3 years ago,nice location bathing places swimming bathing nearby
Rangala natural pool,Matale,2 years ago,great place bath unspoilt places find please keep clean
Rangala natural pool,Matale,3 years ago,cool natural place go get feeling really natural
Rangala natural pool,Matale,3 years ago,great safe place river bath good view tea estates around
Rangala natural pool,Matale,2 years ago,beautiful place earth love places doesn't put everywhere like polythene plastic bottles
Rangala natural pool,Matale,4 years ago,fabulous place know swimming nature bring back garbage please
Rangala natural pool,Matale,5 years ago,place one beautiful place sri lanka swim safe area
Rangala natural pool,Matale,3 years ago,nice place safe bath main pool
Rangala natural pool,Matale,5 years ago,trying bath months deaths end experienced swimmers
Rangala natural pool,Matale,3 years ago,lovely place family outing place like swimming pool safe place day
Rangala natural pool,Matale,2 years ago,placebo safe bath place doesn't bath place
Rangala natural pool,Matale,4 years ago,beautiful natural pool bath rood also carpet near pool
Rangala natural pool,Matale,4 years ago,cool place suitable take bathe deep
Rangala natural pool,Matale,5 years ago,place cool water
Rangala natural pool,Matale,a year ago,go bath recommended take car safety
Rangala natural pool,Matale,4 years ago,crystal clear water
Rangala natural pool,Matale,4 years ago,lovely place like hidden sri lanka already messed local anyway love
Rangala natural pool,Matale,5 years ago,beautiful place find may pools upstream famous place
Rangala natural pool,Matale,2 years ago,cool palace visit
Rangala natural pool,Matale,4 years ago,beautiful place blue water great place bath rest
Rangala natural pool,Matale,2 years ago,travel see place wow awesome
Rangala natural pool,Matale,a year ago,another nature u visit u doesn't leave
Rangala natural pool,Matale,5 years ago,one beautiful place
Rangala natural pool,Matale,a year ago,really nice place 
Rangala natural pool,Matale,a year ago,beautiful place bath
Rangala natural pool,Matale,5 years ago,beautiful place visit pure natures creation little risky
Rangala natural pool,Matale,4 years ago,nice place swimming little
Rangala natural pool,Matale,6 years ago,nice experience go swimming
Rangala natural pool,Matale,3 years ago,old bathing entrance roads
Rangala natural pool,Matale,a year ago,could doesn't bath nice experience
Rangala natural pool,Matale,3 years ago,superb place visit beautiful weather beautiful scenery area
Rangala natural pool,Matale,5 years ago,nice place  swim
Rangala natural pool,Matale,6 years ago,lovely place bath n fishing also
Rangala natural pool,Matale,2 years ago,nice place
Rangala natural pool,Matale,6 months ago,superb
Rangala natural pool,Matale,3 years ago,one best natural pools around knuckles
Rangala natural pool,Matale,5 years ago,fun place
Rangala natural pool,Matale,4 years ago,natural beautiful pool since deep bathing
Rangala natural pool,Matale,5 years ago,beautiful place swim shallow waters
Rangala natural pool,Matale,5 years ago,wow nice natural surroundings attractive could
Rangala natural pool,Matale,4 years ago,nature humanoid using polyethene plastics visit even lifetime
Rangala natural pool,Matale,5 years ago,nice place visit lot natural pools
Rangala natural pool,Matale,5 years ago,one best natural pool side sri lanka
Rangala natural pool,Matale,3 years ago,great place visit sri lanka recommended
Rangala natural pool,Matale,5 years ago,doesn't swim bath place bath
Rangala natural pool,Matale,5 years ago,safe swimming natural pool
Rangala natural pool,Matale,6 years ago,one best place take bath
Rangala natural pool,Matale,3 years ago,nice place 
Rangala natural pool,Matale,3 years ago,beautiful place cool whether
Rangala natural pool,Matale,3 years ago,beautiful attractive place
Rangala natural pool,Matale,4 years ago,reach good time
Rangala natural pool,Matale,3 years ago,naturally place
Rangala natural pool,Matale,2 years ago,feel real nature pure crystal clear water
Rangala natural pool,Matale,2 years ago,lovely place bath
Rangala natural pool,Matale,5 years ago,magical experience
Rangala natural pool,Matale,a year ago,superb natural place
Rangala natural pool,Matale,4 years ago,doesn't bath
Rangala natural pool,Matale,5 years ago,best place feel good  vibes peace
Rangala natural pool,Matale,2 years ago,good quite place good
Rangala natural pool,Matale,3 years ago,nice place suitable rainy days
Rangala natural pool,Matale,3 years ago,calm place one best place bath
Rangala natural pool,Matale,5 months ago,superb
Rangala natural pool,Matale,4 years ago,good place stay safe
Rangala natural pool,Matale,5 years ago,beautiful place caution
Rangala natural pool,Matale,4 years ago,nature beautiful
Rangala natural pool,Matale,5 years ago,nice placekick good place
Rangala natural pool,Matale,5 years ago,best place everyone
Rangala natural pool,Matale,a year ago,natural pool good
Rangala natural pool,Matale,7 months ago,nice place
Rangala natural pool,Matale,5 years ago,place like go
Rangala natural pool,Matale,4 years ago,love beauty save purity
Rangala natural pool,Matale,3 years ago,beautiful natural false
Rangala natural pool,Matale,2 years ago,safe rainy days
Rangala natural pool,Matale,4 years ago,nice place cool bath
Rangala natural pool,Matale,4 years ago,nice place bath
Rangala natural pool,Matale,2 years ago,nature natural
Rangala natural pool,Matale,a year ago,natural  pool
Rangala natural pool,Matale,2 years ago,good place visit family
Rangala natural pool,Matale,3 years ago,beautiful blessings areas
Rangala natural pool,Matale,4 years ago,nice place
Rangala natural pool,Matale,2 years ago,hidden beautiful
Rangala natural pool,Matale,4 years ago,awesome natural pool
Rangala natural pool,Matale,a year ago,nice place
Rangala natural pool,Matale,2 years ago,good place travel
Rangala natural pool,Matale,3 years ago,nice cold zone
